anfitrión/a,tiempo_respuesta,es_superhost,ciudad,pais,latitud,longitud,tipo_propiedad,capacidad,puntaje_promedio_comunicación,puntaje_promedio_localización,servicio_tv_cable,servicio_aire_acondicionado
4284876,dentro de una hora,0,Rio de Janeiro,Brazil,-22.98538,-43.22482,apartamento completo,4,9,10,1,1
357207540,dentro de una hora,1,Rio de Janeiro,Brazil,-23.00359,-43.30818,apartamento completo,7,10,10,0,1
8363887,dentro de algunas horas,0,Paris,France,48.86078,2.38047,apartamento completo,4,10,10,0,0
254388674,dentro de algunos días o más,0,Rio de Janeiro,Brazil,-22.9644,-43.18839,apartamento completo,4,10,10,0,1
110222447,dentro de una hora,0,Paris,France,48.82556,2.35579,apartamento completo,2,10,10,0,0
302283311,dentro de una hora,0,New York,United States,40.72053,-73.9797,apartamento completo,6,9,10,0,1
329921030,dentro de algunos días o más,0,Istanbul,Turkey,40.90261,29.1575,apartamento completo,5,10,10,0,1
8913560,dentro de un día,0,Rome,Italy,41.87624,12.46639,apartamento completo,8,9,9,0,1
8172675,dentro de algunos días o más,0,Paris,France,48.86375,2.27753,apartamento completo,4,10,10,1,0
192303063,dentro de algunas horas,0,Rio de Janeiro,Brazil,-22.97051,-43.18641,apartamento completo,2,10,10,1,1
21271697,dentro de una hora,1,Paris,France,48.87039,2.34958,apartamento completo,2,10,9,1,1
170088239,dentro de una hora,1,Rio de Janeiro,Brazil,-22.98484,-43.2117,apartamento completo,4,10,10,0,1
66400722,dentro de una hora,0,Sydney,Australia,-33.93141,151.09321,pieza privada en casa,1,10,9,0,0
108083073,dentro de una hora,0,Sydney,Australia,-33.83128,151.22251,apartamento completo,2,10,10,0,1
390154,dentro de una hora,0,Istanbul,Turkey,41.03464,28.9725,apartamento completo,4,10,10,0,1
59146948,dentro de algunos días o más,0,Paris,France,48.87542,2.29636,apartamento completo,2,10,10,0,0
2281290,dentro de una hora,0,Mexico City,Mexico,19.40016,-99.15598,apartamento completo,2,10,10,0,0
360021647,dentro de una hora,0,Istanbul,Turkey,41.01695,28.95976,departamento con servicios completo,16,9,9,0,1
374444658,dentro de una hora,0,New York,United States,40.76302,-73.96823,apartamento completo,8,9,9,0,1
87784047,dentro de una hora,1,Mexico City,Mexico,19.46398,-99.11989,apartamento completo,5,10,10,0,0
277823743,dentro de una hora,0,Istanbul,Turkey,40.98018,28.87686,apartamento completo,5,9,10,0,0
367840644,dentro de un día,0,Paris,France,48.81667,2.35826,apartamento completo,3,10,10,0,0
34028913,dentro de una hora,0,Paris,France,48.88906,2.34532,apartamento completo,2,10,10,0,0
288743418,dentro de una hora,0,Sydney,Australia,-33.8837,151.20942,pieza privada en casa,1,10,10,0,1
1429181,dentro de algunas horas,0,Rio de Janeiro,Brazil,-22.96577,-43.17648,pieza privada en departamento,3,10,10,0,1
34290064,dentro de una hora,1,Cape Town,South Africa,-33.9651,18.48737,suite de invitado completa,4,10,10,0,0
84048033,dentro de una hora,1,Rio de Janeiro,Brazil,-22.96837,-43.17978,apartamento completo,7,10,10,0,1
20707103,dentro de una hora,0,Sydney,Australia,-33.83012,151.1858,pieza privada en casa,2,10,10,0,0
31717572,dentro de algunas horas,0,Cape Town,South Africa,-33.73518,18.44462,apartamento completo,4,10,9,0,0
146776990,dentro de un día,0,New York,United States,40.65319,-73.93351,pieza privada en casa,1,10,8,1,0
5056483,dentro de una hora,0,Rome,Italy,41.90896,12.4755,apartamento completo,3,10,10,0,1
141888621,dentro de una hora,1,Mexico City,Mexico,19.34483,-99.12756,condominio completo,7,10,10,0,0
22365500,dentro de algunas horas,1,Paris,France,48.86513,2.37773,estudio completo,4,10,10,0,0
60491540,dentro de algunos días o más,0,Rio de Janeiro,Brazil,-22.99753,-43.38754,casa completa,13,10,9,1,1
50050657,dentro de algunas horas,0,Bangkok,Thailand,13.75706,100.56259,pieza privada en departamento,2,9,9,1,1
20428282,dentro de algunas horas,1,Rome,Italy,41.89789,12.48142,apartamento completo,3,10,10,0,1
67389462,dentro de una hora,1,Rome,Italy,41.88778,12.49719,apartamento completo,2,10,10,1,1
47821135,dentro de algunas horas,0,Cape Town,South Africa,-33.98298,18.45657,casa completa,6,10,10,0,0
63252083,dentro de una hora,0,Mexico City,Mexico,19.35187,-99.16605,pieza en hotel,4,10,10,1,0
192670819,dentro de una hora,0,Paris,France,48.83905,2.40057,pieza privada en departamento,2,10,10,0,0
7294096,dentro de una hora,0,Rome,Italy,41.90795,12.45835,apartamento completo,7,10,10,0,1
18875916,dentro de un día,0,Rio de Janeiro,Brazil,-22.96032,-43.17041,casa completa,4,10,9,1,1
128943709,dentro de algunas horas,0,Bangkok,Thailand,13.71072,100.57919,condominio completo,3,10,9,0,1
1209910,dentro de una hora,0,Cape Town,South Africa,-33.91161,18.41707,pieza privada en casa,2,10,10,0,0
22148117,dentro de una hora,1,Cape Town,South Africa,-34.01472,18.37599,casa completa,8,10,9,1,0
25611616,dentro de una hora,1,Mexico City,Mexico,19.43223,-99.13745,apartamento completo,3,10,10,1,0
13580277,dentro de una hora,0,Rio de Janeiro,Brazil,-22.98419,-43.20903,apartamento completo,4,10,10,1,1
19178087,dentro de una hora,0,Rome,Italy,41.90522,12.49291,pieza en hotel,2,10,10,0,1
26296779,dentro de una hora,1,Rome,Italy,41.90242,12.4901,pieza en hotel,2,10,10,0,1
4728000,dentro de un día,1,Paris,France,48.81875,2.46118,apartamento completo,2,10,10,0,0
280764765,dentro de algunos días o más,0,New York,United States,40.71716,-73.94065,apartamento completo,10,10,10,1,1
299534977,dentro de una hora,1,Mexico City,Mexico,19.34024,-99.16009,estudio completo,2,10,10,1,0
95738778,dentro de algunas horas,0,Cape Town,South Africa,-33.91236,18.65802,pieza privada en casa,1,10,9,0,0
18728084,dentro de un día,0,Paris,France,48.87408,2.34614,apartamento completo,6,9,10,0,0
257449586,dentro de algunas horas,0,Rio de Janeiro,Brazil,-22.89934,-43.29053,pieza privada en casa,4,10,10,0,0
245797919,dentro de una hora,1,Paris,France,48.87875,2.34944,apartamento completo,2,10,10,0,0
6468147,dentro de una hora,1,Paris,France,48.83701,2.25834,apartamento completo,2,10,10,1,0
327016456,dentro de una hora,1,Istanbul,Turkey,41.02961,28.98399,apartamento completo,4,10,10,0,0
20254884,dentro de algunas horas,1,Cape Town,South Africa,-33.92853,18.4229,apartamento completo,2,10,10,0,0
265280,dentro de algunas horas,0,Sydney,Australia,-33.79753,151.27671,casa completa,11,10,10,0,1
264483496,dentro de una hora,0,Paris,France,48.88137,2.36199,pieza en hotel,1,10,8,1,0
9320911,dentro de algunos días o más,0,Rome,Italy,41.86957,12.48476,apartamento completo,4,9,9,0,1
13768114,dentro de una hora,1,Paris,France,48.83713,2.3982,pieza privada en departamento,2,10,10,0,0
262552183,dentro de una hora,1,Istanbul,Turkey,41.02382,28.97368,apartamento completo,3,10,10,1,1
104931035,dentro de una hora,0,Mexico City,Mexico,19.37323,-99.2795,pieza privada en departamento,1,10,10,0,0
306295899,dentro de una hora,1,New York,United States,40.74593,-73.98922,pieza privada en departamento,2,10,10,0,1
10135,dentro de un día,1,New York,United States,40.71995,-73.99975,pieza privada en departamento,2,10,10,0,1
24381399,dentro de algunas horas,1,Sydney,Australia,-33.88659,151.25826,casa completa,4,10,10,1,1
24520339,dentro de una hora,0,Cape Town,South Africa,-33.94822,18.38493,apartamento completo,2,10,10,0,0
142592065,dentro de un día,0,Paris,France,48.89102,2.34985,apartamento completo,2,10,9,0,0
5755202,dentro de una hora,1,Mexico City,Mexico,19.4402,-99.18739,apartamento completo,3,10,10,1,0
49237581,dentro de algunas horas,0,Paris,France,48.86072,2.35587,apartamento completo,4,9,9,1,0
18333713,dentro de algunas horas,1,Paris,France,48.84915,2.35226,apartamento completo,3,10,10,0,1
112098510,dentro de una hora,0,Rome,Italy,41.89674,12.46892,apartamento completo,6,10,10,0,0
279029692,dentro de una hora,0,Mexico City,Mexico,19.34189,-99.15595,pieza privada en casa,4,10,9,0,0
260402386,dentro de una hora,0,Rome,Italy,41.90337,12.49978,pieza privada en casa,4,9,10,0,1
243827256,dentro de una hora,0,Rome,Italy,41.88919,12.5015,estudio completo,5,10,10,0,0
24721535,dentro de un día,0,Sydney,Australia,-33.6061,151.33411,casa completa,8,10,10,0,0
4912002,dentro de una hora,0,Sydney,Australia,-33.61778,151.20291,casa completa,10,9,9,1,1
104594260,dentro de un día,0,Cape Town,South Africa,-34.09171,18.46056,casa completa,4,10,10,0,0
7642792,dentro de algunas horas,0,Paris,France,48.86391,2.36285,apartamento completo,3,9,10,1,0
43168927,dentro de una hora,0,Rio de Janeiro,Brazil,-22.96616,-43.17801,apartamento completo,4,10,10,0,1
8647290,dentro de algunos días o más,0,Paris,France,48.85707,2.30162,apartamento completo,3,10,10,0,0
44419517,dentro de una hora,0,Rome,Italy,41.90724,12.47775,apartamento completo,5,10,10,0,1
128681524,dentro de una hora,0,Istanbul,Turkey,41.01208,28.94632,apartamento completo,5,10,10,0,1
153072418,dentro de algunas horas,0,Rome,Italy,41.85481,12.48731,condominio completo,4,10,9,0,0
88921782,dentro de una hora,1,Mexico City,Mexico,19.43109,-99.21057,apartamento completo,2,10,10,1,0
265348694,dentro de una hora,1,Istanbul,Turkey,41.03705,28.97509,pieza privada en departamento,3,10,10,0,0
31228488,dentro de una hora,0,Cape Town,South Africa,-33.92841,18.40254,casa completa,8,10,10,1,1
89682774,dentro de una hora,0,Rome,Italy,41.90022,12.47932,apartamento completo,5,9,10,0,1
157797284,dentro de algunos días o más,0,Mexico City,Mexico,19.42002,-99.15342,apartamento completo,3,10,10,0,0
55835877,dentro de una hora,0,Rio de Janeiro,Brazil,-23.00147,-43.42165,apartamento completo,4,9,10,1,1
2513825,dentro de una hora,0,Rio de Janeiro,Brazil,-22.96681,-43.19151,apartamento completo,7,10,10,1,1
279051634,dentro de una hora,0,New York,United States,40.61436,-73.99998,pieza privada en departamento,1,10,10,0,1
152375915,dentro de algunos días o más,0,Rio de Janeiro,Brazil,-22.96472,-43.38638,condominio completo,6,10,10,1,1
73194914,dentro de una hora,1,Mexico City,Mexico,19.40353,-99.14557,apartamento completo,2,10,9,0,0
295596237,dentro de una hora,1,New York,United States,40.66811,-73.8852,condominio completo,2,10,9,0,1
222864481,dentro de una hora,1,Rome,Italy,41.90047,12.46859,apartamento completo,4,10,10,0,1
25826752,dentro de algunas horas,0,New York,United States,40.72061,-73.9954,apartamento completo,2,10,10,0,0
118117929,dentro de una hora,0,Mexico City,Mexico,19.34219,-99.15997,suite de invitado completa,2,9,10,0,0
26055080,dentro de algunas horas,0,New York,United States,40.74432,-73.89812,pieza privada en departamento,1,10,10,0,1
318632037,dentro de una hora,0,Bangkok,Thailand,13.72397,100.56439,apartamento completo,3,8,10,0,1
20447869,dentro de una hora,0,New York,United States,40.74476,-73.97837,pieza privada en departamento,2,10,10,0,1
372832765,dentro de una hora,0,New York,United States,40.7052,-73.93971,pieza privada en departamento,4,10,10,0,1
32789732,dentro de una hora,0,Mexico City,Mexico,19.42309,-99.15411,estudio completo,3,10,10,1,0
43652003,dentro de una hora,1,Bangkok,Thailand,13.70308,100.59845,condominio completo,2,10,10,1,1
4255118,dentro de una hora,1,Rio de Janeiro,Brazil,-22.98259,-43.21339,apartamento completo,7,9,10,0,1
45718209,dentro de una hora,0,Cape Town,South Africa,-33.90666,18.40575,apartamento completo,4,10,10,0,1
114347504,dentro de una hora,0,Rome,Italy,41.9003,12.49782,apartamento completo,4,10,10,0,1
1734676,dentro de un día,0,Rio de Janeiro,Brazil,-22.9554,-43.19564,pieza privada en departamento,2,10,10,0,0
1412093,dentro de un día,0,Bangkok,Thailand,13.93763,100.6277,casa completa,6,10,6,0,1
69503286,dentro de una hora,0,Sydney,Australia,-33.84766,151.07463,pieza privada en departamento,1,10,10,0,0
63891810,dentro de un día,0,Rio de Janeiro,Brazil,-22.92154,-43.22298,pieza privada en departamento,3,10,10,0,0
2930761,dentro de una hora,0,New York,United States,40.75083,-73.78614,pieza privada en casa,2,10,10,0,0
14855509,dentro de una hora,1,New York,United States,40.81426,-73.94654,apartamento completo,2,10,9,0,0
13392098,dentro de una hora,0,Rio de Janeiro,Brazil,-22.98549,-43.198,apartamento completo,3,10,10,1,1
340026945,dentro de algunos días o más,0,Rio de Janeiro,Brazil,-22.97775,-43.19095,apartamento completo,4,10,10,0,1
24818096,dentro de algunos días o más,0,Bangkok,Thailand,13.78515,100.54337,apartamento completo,9,10,9,1,1
99140931,dentro de algunas horas,0,Sydney,Australia,-33.79814,151.27654,condominio completo,4,10,10,1,1
1297488,dentro de algunas horas,0,Mexico City,Mexico,19.43516,-99.13806,pieza privada en departamento,1,10,10,0,0
119364516,dentro de una hora,0,Mexico City,Mexico,19.40196,-99.14458,pieza privada en departamento,2,10,10,0,0
9770604,dentro de una hora,1,Paris,France,48.84787,2.3199,apartamento completo,2,10,10,0,0
42322216,dentro de una hora,1,Paris,France,48.85172,2.29793,condominio completo,3,10,10,0,1
26197650,dentro de algunas horas,1,Rome,Italy,41.9034,12.49289,apartamento completo,8,10,10,0,1
33648272,dentro de una hora,0,Bangkok,Thailand,13.6932,100.6133,condominio completo,4,10,9,0,1
9208583,dentro de una hora,1,Rome,Italy,41.89449,12.47226,apartamento completo,3,10,10,0,1
122363222,dentro de un día,1,Bangkok,Thailand,13.72547,100.56558,condominio completo,3,10,10,1,1
3877831,dentro de una hora,0,Paris,France,48.86231,2.38152,apartamento completo,2,10,10,0,0
146618151,dentro de una hora,0,Cape Town,South Africa,-33.84617,18.7032,apartamento completo,2,10,9,0,0
90169662,dentro de una hora,0,Paris,France,48.884,2.34656,condominio completo,2,9,9,0,1
50978178,dentro de algunas horas,0,Paris,France,48.87526,2.32572,apartamento completo,4,9,10,0,0
375310869,dentro de una hora,0,New York,United States,40.73073,-73.95442,pieza privada en departamento,2,8,10,0,1
17457696,dentro de una hora,0,Rio de Janeiro,Brazil,-22.98185,-43.19061,apartamento completo,3,10,10,1,1
86661562,dentro de una hora,0,Paris,France,48.85781,2.37463,apartamento completo,4,9,10,0,0
11163029,dentro de una hora,0,Sydney,Australia,-33.66881,150.96586,casa completa,4,10,10,0,1
56896140,dentro de una hora,1,Rio de Janeiro,Brazil,-22.98281,-43.19372,estudio completo,3,10,10,1,1
9936644,dentro de un día,0,Rome,Italy,41.90974,12.46256,apartamento completo,6,10,10,0,1
228563628,dentro de una hora,0,Rome,Italy,41.88934,12.50294,apartamento completo,8,9,10,1,0
107644183,dentro de una hora,0,Cape Town,South Africa,-34.07795,18.47181,pieza privada en casa,2,10,9,0,0
52706406,dentro de un día,0,Rio de Janeiro,Brazil,-22.96548,-43.18435,apartamento completo,6,10,10,1,1
207068145,dentro de un día,0,Rome,Italy,41.89722,12.46831,apartamento completo,6,8,10,0,1
53361285,dentro de una hora,0,Mexico City,Mexico,19.44732,-99.17675,apartamento completo,5,9,9,0,0
144120077,dentro de algunas horas,0,Mexico City,Mexico,19.2879,-99.1643,pieza privada en casa,2,10,10,0,0
278019309,dentro de una hora,1,Rio de Janeiro,Brazil,-22.97497,-43.41575,pieza privada en departamento,2,10,10,0,1
268198789,dentro de una hora,1,New York,United States,40.67772,-73.86734,pieza privada en casa,3,10,10,0,1
9943258,dentro de algunas horas,0,Istanbul,Turkey,40.98573,29.02302,apartamento completo,4,10,10,0,0
104921994,dentro de un día,1,New York,United States,40.72696,-73.98311,apartamento completo,2,10,10,1,1
23847033,dentro de una hora,0,Rio de Janeiro,Brazil,-22.98241,-43.19944,pieza privada en departamento,3,9,10,1,0
1040545,dentro de una hora,1,Cape Town,South Africa,-33.92926,18.40224,casa completa,4,10,10,0,0
10764020,dentro de una hora,0,Mexico City,Mexico,19.39807,-99.16615,departamento con servicios completo,7,9,10,0,0
26550712,dentro de algunas horas,0,Bangkok,Thailand,13.88867,100.5777,condominio completo,3,10,10,0,1
45186742,dentro de algunas horas,0,Bangkok,Thailand,13.77966,100.57344,apartamento completo,3,10,9,0,1
305733201,dentro de algunas horas,0,Rio de Janeiro,Brazil,-22.98451,-43.21511,condominio completo,4,10,9,0,1
11974091,dentro de un día,0,Rio de Janeiro,Brazil,-22.97184,-43.19103,apartamento completo,3,10,10,1,1
4971871,dentro de un día,0,Paris,France,48.86464,2.34995,apartamento completo,6,10,10,1,0
184945495,dentro de una hora,0,Paris,France,48.84924,2.37238,apartamento completo,2,8,10,0,0
365218,dentro de una hora,0,Paris,France,48.84446,2.35259,apartamento completo,3,8,10,0,0
23861431,dentro de una hora,1,Mexico City,Mexico,19.30676,-99.1799,apartamento completo,2,10,10,1,1
348318278,dentro de algunas horas,0,Istanbul,Turkey,41.03541,28.98136,pieza en hotel,2,9,10,0,1
243622996,dentro de una hora,0,Istanbul,Turkey,41.04538,29.00478,apartamento completo,7,10,10,0,1
29443313,dentro de algunas horas,0,Rome,Italy,41.90028,12.50192,pieza privada en departamento,2,10,10,0,1
23861295,dentro de una hora,0,New York,United States,40.6444,-73.94018,pieza privada en casa,2,9,9,0,0
19735844,dentro de algunas horas,1,Rome,Italy,41.88036,12.52196,apartamento completo,2,10,9,0,0
17017036,dentro de algunas horas,0,Sydney,Australia,-33.8711,151.22846,apartamento completo,4,10,10,0,0
73717523,dentro de un día,0,Rio de Janeiro,Brazil,-22.98347,-43.21229,apartamento completo,4,10,10,0,1
247760127,dentro de una hora,0,Sydney,Australia,-33.98334,151.13793,casa completa,4,10,10,1,1
4455698,dentro de una hora,0,New York,United States,40.70949,-74.00051,pieza privada en departamento,1,10,10,1,1
51977220,dentro de una hora,0,Rome,Italy,41.91235,12.46848,apartamento completo,4,10,9,0,1
130935397,dentro de una hora,1,Mexico City,Mexico,19.42893,-99.17269,pieza privada en departamento,1,10,10,0,0
1176755,dentro de una hora,1,Paris,France,48.87335,2.28112,apartamento completo,2,10,10,1,0
15977331,dentro de una hora,1,Sydney,Australia,-33.88727,151.27303,apartamento completo,4,10,10,0,0
2653648,dentro de una hora,1,New York,United States,40.82357,-73.953,pieza privada en departamento,2,10,10,0,1
72081656,dentro de un día,0,Paris,France,48.86898,2.37507,pieza privada en departamento,4,10,10,0,0
